persona_id,persona,engaging,coherence,sum
50,i also like a glass of wine in the evenings .,0.26904249829021865,0.7122530883298168,0.9812955866200355
51,i also like old school hip hop .,0.23659759901056532,0.7175745228612413,0.9541721218718067
52,i also love orange juice .,0.29562031348541495,0.7349060883807397,1.0305264018661546
53,i also meditate a lot .,0.4058155686216196,0.6684230458765796,1.0742386144981992
54,i also own a cupcake business .,0.3459701594838407,0.707545731657774,1.0535158911416147
55,i also study languages .,0.36920613381880685,0.7239386975165871,1.093144831335394
56,i also work as a custodian to help pay the bills .,0.4499813021502632,0.6526730895816399,1.1026543917319032
57,i always answer my cellphone .,0.38497612243372714,0.7706102952415677,1.1555864176752948
58,i always have a beer after work .,0.33032302285937476,0.7298778291929011,1.0602008520522759
59,i always put my left sock on first .,0.33586495850249776,0.7550763258805091,1.0909412843830069
60,"i always seem to be losing things , most recently , my mind .",0.4770177548198262,0.7263637345838561,1.2033814894036823
61,i always think people are looking at me .,0.37566810195494327,0.7686003930548395,1.1442684950097828
62,i always travel alone .,0.4345863626622304,0.7043784749716906,1.138964837633921
63,i aspire to be a millionaire .,0.3710155810622382,0.7154846219218598,1.086500202984098
64,i aspire to paint murals .,0.29064709851081716,0.713397380469246,1.004044478980063
65,i attend book club every week .,0.36797979113907786,0.6993766979285283,1.0673564890676062
66,i auditionated in a cooking show .,0.3621918280296086,0.6887760934405378,1.0509679214701464
67,i avoid eating sugar .,0.3362018248735694,0.7429673613225418,1.0791691861961112
68,i babysit for the woman who lives next door .,0.3610189273713331,0.6755284222672344,1.0365473496385675
69,i barely show up to work .,0.44159678046707995,0.7628393405693714,1.2044361210364514
70,i believe dragons are real .,0.2615543329557113,0.6949601997572472,0.9565145327129585
71,i believe i hear voices .,0.39935888499530847,0.712675865305755,1.1120347503010635
72,i believe in aliens .,0.32855223060323624,0.7494425218219476,1.0779947524251838
73,i believe in fairytales .,0.28596790691881324,0.7340387110723441,1.0200066179911573
74,i believe in ghosts and have seen them on several occasions .,0.35347697349789087,0.6595469319859149,1.0130239054838057
75,i believe in karma .,0.35963572501350427,0.7704896462118995,1.1301253712254038
76,i believe in leprechauns .,0.2880133317412401,0.7304209191865993,1.0184342509278395
77,i believe in love at first sight .,0.31155846704132273,0.7694283793161958,1.0809868463575185
78,i believe that i can achieve anything .,0.4114738184980524,0.7709992465042887,1.1824730650023412
79,i believe that mermaids are real .,0.2686358945829852,0.7146892823557209,0.9833251769387061
80,i blame myself for all of my problems .,0.4243789899737749,0.7219773568408527,1.1463563468146276
81,i blog about salt water aquarium ownership .,0.28197723038465483,0.6829486476608508,0.9649258780455057
82,i breed maine coon cats and show them .,0.23593616615835344,0.6609486284901323,0.8968847946484857
83,i brew my own beer .,0.2975724582647672,0.7108548342671384,1.0084272925319056
84,i broke my arm skiing once .,0.384641812335758,0.6177820260445515,1.0024238383803095
85,i build aquariums for a living .,0.2968258177788812,0.7044651728267581,1.0012909906056393
86,i build my own computers .,0.4085357016665512,0.6910939982769833,1.0996296999435344
87,i buy only organic food products .,0.36008189400308765,0.7602088920407368,1.1202907860438245
88,i ca sim very fast .,0.36276105499564437,0.7400229540617147,1.102784009057359
89,i ca swim very fast .,0.2986544077502913,0.7049075428985816,1.0035619506488729
90,i came from japan to teach high school over 10 years ago .,0.3316561462233949,0.720383730517824,1.052039876741219
91,i can also squat 400 pounds .,0.36742361658616574,0.7334611836349723,1.100884800221138
92,i can be quite forgetful .,0.3675368934600556,0.7417519571745288,1.1092888506345844
93,i can beat anyone in chess .,0.25538443868936156,0.6672733019058796,0.9226577405952412
94,i can benchpress 345 pounds .,0.3958651961766009,0.6618616072807981,1.057726803457399
95,i can do convincing bird calls .,0.22725349104803172,0.6824763793256352,0.9097298703736669
96,i can do many celebrity impressions .,0.28711603281772113,0.6816263785021874,0.9687424113199086
97,i can drive a tractor .,0.34590538197153364,0.7445501478432561,1.0904555298147898
98,"i can jump straight up , out of a pool .",0.30099302573216846,0.6837042597890104,0.9846972855211789
99,i can knit .,0.302019026275957,0.7049404333301936,1.0069594596061506
100,i can move objects with my mind .,0.41985253884558915,0.7291277110748524,1.1489802499204416
101,i can never decide between a chili corn dog and a cheesy hot dog .,0.24328135939867934,0.736202394042266,0.9794837534409453
102,i can only see 200 feet in front of me .,0.3745647802243184,0.7349615287721463,1.1095263089964646
103,i can recite the movie young frankenstein word for word .,0.2863067143262015,0.7464035623770542,1.0327102767032557
104,i can run very fast for long distances .,0.40956985889715725,0.6866093939545408,1.096179252851698
105,i can say the alphabet backwards .,0.3173655971113476,0.7164750429001288,1.0338406400114764
106,i can t get enough of lindsey stirling s music .,0.24027390571427532,0.7314856012199016,0.9717595069341769
107,i can type 140 words per minute .,0.44528617353353184,0.7054959342822258,1.1507821078157576
108,i cannot choose between lollipops and rainbows .,0.29979105317761423,0.7648994205301278,1.064690473707742
109,i cannot get enough of lindsey spirlings music .,0.23683332573637017,0.7238028788979136,0.9606362046342838
110,i cannot wait to start my new life .,0.4511118775844807,0.7483007771547818,1.1994126547392625
111,i care deeply about animals .,0.2855613336250826,0.7294209357824002,1.0149822694074828
112,i care deeply for my friends and others close to me .,0.3554503025552549,0.782626037314003,1.138076339869258
113,i changed my hair color to blue .,0.3232802392958547,0.7515334330919359,1.0748136723877906
114,i check my reflection in the mirror constantly .,0.3869746692107583,0.7693322002369314,1.1563068694476897
115,i chew my nails .,0.33707621189023484,0.7354746744285876,1.0725508863188224
116,i clean houses for extra money .,0.5022144499089336,0.6441065732051356,1.1463210231140692
117,i coach little league baseball .,0.19431736214755801,0.6503517277458286,0.8446690898933866
118,i coexist well with my husband .,0.3181931957806228,0.765299482147384,1.0834926779280067
119,i collect bugs in jars .,0.24690132822070154,0.6925325207985225,0.939433849019224
120,i collect little figurines .,0.30974681801671977,0.6949248160144634,1.0046716340311832
121,i collect seashells .,0.25023778004106134,0.7039052138111401,0.9541429938522015
122,i collect single malt scotch .,0.28136251210889895,0.671115334238948,0.9524778463478469
123,i collect stamps .,0.32346094457170693,0.6885305145801794,1.0119914591518864
124,i collect stray people like crazy cat ladys collect cats .,0.26311712033930235,0.6959786381803497,0.959095758519652
125,i collect toys wearing little rain coats .,0.27013446700948407,0.6961032325157248,0.9662376995252089
126,i collect vintage cars .,0.3424593682648265,0.6919041162529425,1.034363484517769
127,i commute by bus .,0.406830405270739,0.7527208702963435,1.1595512755670825
128,i compete in dog agility classes .,0.28546961113170255,0.6891323897380062,0.9746020008697087
129,i cook every night .,0.3693345811916515,0.6810102901063146,1.0503448712979662
130,i could eat less .,0.33936030802942696,0.7152511979684277,1.0546115059978547
131,i could eat meatloaf every night and never get tired of it .,0.3223500476378831,0.6946037712323232,1.0169538188702063
132,i could never be locked down to one partner .,0.3677606090423069,0.7622415183113844,1.1300021273536913
133,i cry when i watch gone with the wind .,0.21078067486087093,0.6817605565831855,0.8925412314440564
134,i cs and ds .,0.35589720895222854,0.7421259390744126,1.0980231480266411
135,i cuddle up with my dog every night .,0.19635214797744993,0.6608458735526028,0.8571980215300528
136,i currently hold three jobs .,0.4744487109783222,0.728454801105272,1.2029035120835943
137,i currently suffer from social anxiety .,0.41539672720682574,0.7119031426573201,1.1272998698641459
138,i currently work at target .,0.32484046595709515,0.6630853738943188,0.9879258398514139
139,i currently work for a watch dealer .,0.40509975518943975,0.64761262275033,1.0527123779397698
140,i currently work for ibm in chicago .,0.49776930894950056,0.6505686195805538,1.1483379285300543
141,i dance on the weekends .,0.3570303339656675,0.7056131765755254,1.0626435105411929
142,i daydream about cafes in paris .,0.3360368094254227,0.7276623643792846,1.0636991738047072
143,i daydream during work .,0.42324413665846805,0.7615329850377748,1.1847771216962428
144,i decided to become vegan a year ago .,0.39985154485475505,0.6694874170889307,1.0693389619436857
145,i decided to publish my creations on internet .,0.41681705658629653,0.7622437456811895,1.179060802267486
146,i decided to quick my job and travel for a couple of months .,0.4725543153726903,0.7475030573243657,1.220057372697056
147,i deliver baked goods in the state where i live .,0.402189804790396,0.6775893879877231,1.079779192778119
148,i deliver packages for a living .,0.4655165899384883,0.657846279147634,1.1233628690861224
149,i design video games for a living .,0.3100633614594699,0.679784388270491,0.9898477497299609
150,i despise my boss .,0.40827489577714005,0.6667274433148123,1.0750023390919523
151,i despise sweet potatoes .,0.2748137908602075,0.7190290016242216,0.9938427924844291
152,i did a few small roles in tv series .,0.3497342411974387,0.7452301910625465,1.0949644322599852
153,i diet a lot .,0.38977609597714036,0.733033366807831,1.1228094627849714
154,i do the shopping in my house .,0.39299346210827935,0.744977759944959,1.1379712220532383
155,i do volunteer work for human rights organizations .,0.45881843490496976,0.6211678172383017,1.0799862521432715
156,i do whatever it takes to get what i want .,0.4219393676976324,0.7743984544895284,1.1963378221871608
157,i do yoga on tuesdays .,0.3184143534490431,0.6897081577371864,1.0081225111862295
158,i don t believe any a .,0.37030717730522156,0.7426923169341535,1.112999494239375
159,i donate a part of my salary to charity each month .,0.4807998146607133,0.703325211350375,1.1841250260110883
160,i donate any overstock to charity .,0.37814466471172636,0.7184348072596549,1.0965794719713813
161,i donate old clothes to the homeless .,0.3917438296157343,0.6868490162340777,1.078592845849812
162,i draw all of my friends as my little pony characters .,0.230301618885278,0.654497953582279,0.884799572467557
163,i draw during classes instead of taking notes .,0.36694769816313055,0.7093257948772589,1.0762734930403894
164,i dream of moving to the city .,0.4046115781238768,0.7475041069847066,1.1521156851085834
165,i dream of playing music for a living .,0.3120266531368543,0.728065444668573,1.0400920978054273
166,i dream of winning the lottery .,0.3339313205287908,0.7551175875387344,1.0890489080675252
167,i drink 10 cups of tea every day .,0.3359634409971477,0.6664197353161398,1.0023831763132875
168,i drink a lot of apple martinis when i get a girls night out .,0.2906315863401687,0.7107251978968634,1.0013567842370321
169,i drink a lot of caffeine .,0.4040952560972073,0.7147603415678532,1.1188555976650605
170,i drink beers and go to the creek .,0.22161655374293332,0.7022678867010654,0.9238844404439988
171,i drink coffee every day .,0.46445003349072067,0.6677866634177008,1.1322366969084214
172,i drink diet coke .,0.3211097645726113,0.6872178507196622,1.0083276152922735
173,i drink hot chocolate during the winter .,0.30629222199422657,0.6939742015065349,1.0002664235007614
174,i drink protein powder with nothing but water .,0.2377547078722273,0.6950352471731094,0.9327899550453367
175,i drive 300 mile a week for work .,0.5327081913637812,0.6763251890233732,1.2090333803871545
176,i drive a ferrari .,0.32878993628764874,0.7452004209981169,1.0739903572857656
177,i drive a ford pinto .,0.3349769663436746,0.7564012775255833,1.0913782438692579
178,i drive a ford taurus .,0.34106827064897516,0.7465700952561747,1.0876383659051498
179,i drive a four wheel drive vehicle .,0.42882687620658544,0.7291821091366728,1.1580089853432582
180,i drive a jag .,0.3132739757929812,0.7461057079626698,1.059379683755651
181,i drive a lifted chevy truck .,0.3435009163003997,0.7526978019486705,1.0961987182490702
182,i drive a moped .,0.3136786669092544,0.7464850506667062,1.0601637175759606
183,i drive a motorcycle instead of a car .,0.3764846967969788,0.7287456698213646,1.1052303666183434
184,i drive a nissan pathfinder .,0.3207566265409696,0.7535398249283389,1.0742964514693085
185,i drive a prius .,0.31159217253298266,0.7248228067519449,1.0364149792849275
186,i drive a silver lexus .,0.3279573265208455,0.7279426783861709,1.0559000049070164
187,i drive a yellow convertible in the rain .,0.27347017080683145,0.7300850925303166,1.003555263337148
188,i drive an suv .,0.33708575234777527,0.7421352166129509,1.0792209689607262
189,i drive junk cars that no one else wants .,0.435529500755365,0.7264550823333593,1.1619845830887243
190,i drive only toyota .,0.3287317395916034,0.7365636589884161,1.0652953985800195
191,i dye my hair every three months .,0.38460794078491745,0.6893250509097015,1.073932991694619
192,i earn passive income that no one knows about .,0.4037170209521719,0.7684536891219977,1.1721707100741696
193,i eat a lot of carbs even though my doctor tells me not to .,0.37472679336497094,0.7064956327344589,1.0812224260994299
194,i eat a raw diet .,0.39760366217888077,0.7137213477515161,1.1113250099303968
195,i eat a strictly vegan diet .,0.41279333185593714,0.677158450905381,1.089951782761318
196,i eat all take out .,0.3274188103569031,0.7181596619793709,1.045578472336274
197,i eat breakfast then go right back to bed .,0.3420855694930651,0.7406582164617248,1.08274378595479
198,i eat exclusively meat .,0.3246734568165266,0.6944128696140979,1.0190863264306245
199,i eat large meals .,0.3967058981106675,0.7233672440252121,1.1200731421358796
200,i eat lots of pancakes and syrup .,0.29671461896941764,0.6618361877549432,0.9585508067243609
201,i eat mainly chinese food .,0.3453760075390164,0.7222233783195406,1.067599385858557
202,i eat out more than three times a week .,0.37440782835619757,0.6951629954630789,1.0695708238192765
203,i eat tuna fish salad at least every day .,0.22600377852722886,0.671023142705053,0.8970269212322819
204,i enjoy all things my little pony .,0.24449932253628504,0.7344667370798561,0.9789660596161411
205,i enjoy being around people .,0.39520076657208847,0.7381561365659763,1.1333569031380648
206,i enjoy budweiser beer .,0.2801717978218221,0.7094035436512058,0.989575341473028
207,i enjoy building houses .,0.36097608353520627,0.6942784328114158,1.055254516346622
208,i enjoy clothing with exotic prints .,0.38872493859162205,0.7210210832399753,1.1097460218315973
209,i enjoy cold winters and strong breezes .,0.29085863777800114,0.7400473393954599,1.030905977173461
210,i enjoy coloring books .,0.3046884661889635,0.7306657762001123,1.0353542423890758
211,"i enjoy crosswords , crocheting , and football .",0.2762883213254099,0.6924346804162269,0.9687230017416368
212,i enjoy dating women .,0.32469635708184796,0.7213150527277321,1.04601140980958
213,i enjoy deep sea diving .,0.25531403973218403,0.6932945153066612,0.9486085550388452
214,i enjoy doing beadwork and writing my own patterns .,0.38041601930672186,0.6558057418374688,1.0362217611441906
215,i enjoy dressing up to go out clubbing .,0.3617065888065554,0.695753932563548,1.0574605213701034
216,i enjoy eating pumpkins .,0.23083995794513612,0.6551663310947333,0.8860062890398694
217,i enjoy eating vegetarian food .,0.40054723475986975,0.6787519563240494,1.0792991910839191
218,i enjoy electronic music .,0.26215869414954796,0.7093249965309951,0.9714836906805431
219,i enjoy exploring new parts of the city .,0.40781550987958326,0.6924920983222478,1.100307608201831
220,i enjoy going to festivals .,0.2776991184546205,0.6516686288623532,0.9293677473169737
221,i enjoy hitchhiking .,0.3694001952717372,0.7164282051326154,1.0858284004043526
222,i enjoy jazz music from when i was a girl .,0.2232742402884469,0.7016830778104577,0.9249573180989046
223,"i enjoy magic the gathering , it is a card game .",0.21816364273036015,0.6711557912749413,0.8893194340053014
224,i enjoy movies about aliens invading the earth .,0.2969198959071946,0.653932518943293,0.9508524148504875
225,i enjoy mowing my lawn on sunny days .,0.30818409498169785,0.7197598975126311,1.027943992494329
226,i enjoy my steaks cooked medium rare .,0.3176373025999055,0.7073714906073292,1.0250087932072347
227,i enjoy mystery flavour cake .,0.22940374222162063,0.6337851291827974,0.863188871404418
228,i enjoy organizing my surroundings .,0.434157706957194,0.7312651213831032,1.1654228283402972
229,"i enjoy playing recreational games like cards , darts or billiards .",0.3381652634452621,0.7105644948974259,1.048729758342688
230,i enjoy playing retro video games on my 386 .,0.28525011341116624,0.7003019165330784,0.9855520299442446
231,i enjoy putting alcohol in my coffee .,0.35608182109717745,0.6995302385130344,1.0556120596102119
232,i enjoy reading journals and guides related to psychology .,0.34491679356142413,0.7037170473190599,1.048633840880484
233,i enjoy talking to strangers .,0.3760796839123941,0.727663061496969,1.1037427454093631
234,i enjoy working out and learning new things .,0.4874881452888076,0.7149699264443825,1.20245807173319
235,i enjoy writing for long periods of time .,0.4049059934732213,0.6957629530388658,1.1006689465120871
236,i enjoying keeping up with the news and learning about political issues .,0.38124098291882547,0.6858628438296819,1.0671038267485073
237,i enjoys kayaking in my free time .,0.29718260263689444,0.667314354866221,0.9644969575031155
238,i escaped and later became a carpenter .,0.3908430818555644,0.7181550772093033,1.1089981590648677
239,i exercise often and have nice muscles .,0.4068839966421365,0.7231081102049757,1.1299921068471122
240,i faint at the sight of blood .,0.3645923044605297,0.7656209209217195,1.1302132253822492
241,i fantasize about living in another country .,0.38710498986256425,0.7505871944504179,1.1376921843129821
242,i fantasize about taking over the world .,0.3490450163335481,0.7448728758981815,1.0939178922317296
243,i favorite brand of clothing is donna karen .,0.3364003877504729,0.743081092428838,1.079481480179311
244,i feel competitive against other women .,0.3675806058636226,0.683919961625179,1.0515005674888016
245,i feel old .,0.32965944509851397,0.6662284787862518,0.9958879238847658
246,i fell in love this summer .,0.30054147086048033,0.7410996698836243,1.0416411407441046
247,i find joy in the littlest things .,0.3226750218855159,0.7618164822797553,1.0844915041652712
248,i fix airplanes for a living .,0.39003551036148565,0.6411417870435798,1.0311772974050655
249,i flirted with the dmv officer in order to pass my driving exam .,0.3425457450466638,0.7365887058936096,1.0791344509402734
250,i freeze up in social situations .,0.38417735100665595,0.7395719697062759,1.1237493207129319
251,i geocache in my spare time .,0.2592946482109255,0.634171159499374,0.8934658077102995
252,i get along better with animals than people .,0.29418070881729363,0.737269448834013,1.0314501576513067
253,i get distracted easily .,0.3843360949540511,0.7577337041789178,1.142069799132969
254,i get good grades in school .,0.39549743374300306,0.7221785780138816,1.1176760117568847
255,i get paid over 5 million a year to dribble a ball .,0.28327336268193903,0.6569809528754149,0.940254315557354
256,i get sad a lot .,0.28628819758159807,0.7065168754252227,0.9928050730068207
257,i get up at 4am everyday .,0.4075711059085734,0.720488294671668,1.1280594005802413
258,i give everybody that comes in front me a fair chance .,0.3634131520775554,0.7755771647289293,1.1389903168064848
259,i give lessons on string instruments .,0.2550199667348352,0.700473902667909,0.9554938694027442
260,i give out sports information .,0.3143479959398974,0.7287207859008049,1.0430687818407023
261,i go gambling in my spare time .,0.3339949979890662,0.6824313316615189,1.016426329650585
262,i go to a catholic high school in new england .,0.3714685127597477,0.6510904824672252,1.022558995226973
263,i go to at least 10 concerts a year .,0.28561930120849865,0.7002061593709641,0.9858254605794627
264,i go to craft shows on the weekends .,0.4292701127487817,0.691938533775101,1.1212086465238826
265,i go to dance lessons with my boyfriend .,0.30360543360438896,0.711557884150352,1.015163317754741
266,i go to the pool every thursday for three hours .,0.2548001639661379,0.6973861117253364,0.9521862756914743
267,i go to the theater to watch plays .,0.2671234470544732,0.6912534488760684,0.9583768959305417
268,i go to work early in the morning as a nurse .,0.4349398639824358,0.6530204316691197,1.0879602956515555
269,i go visit them sometimes .,0.356412546683714,0.7627412461060885,1.1191537927898025
270,i got a job as a coach at a local highschool .,0.36781734061878524,0.6214453379276392,0.9892626785464245
271,i got a job as an accountant 3 months ago .,0.43452143240574514,0.695433549401514,1.1299549818072592
272,i got a new job just yesterday to be a life coach .,0.340534749753715,0.6693895481239451,1.0099242978776601
273,i got a scholarship for playing soccer .,0.2513626339568873,0.6913204708962439,0.9426831048531312
274,i got hired as a security guard .,0.42204899035277776,0.6379992671998025,1.0600482575525803
275,i got off the road when i married my sweetheart .,0.326318877927406,0.7735369780921246,1.0998558560195306
276,i graduated college for secondary english education .,0.35241214682901045,0.6884742981396812,1.0408864449686916
277,i graduated from yale in 2011 with a degree in finance .,0.3412187255999015,0.6720096519956087,1.0132283775955102
278,i graduated top of my class .,0.35235897884558653,0.7364055430007284,1.088764521846315
279,i graduated with a nursing degree .,0.3630218751022767,0.7028389727990998,1.0658608479013765
280,i graduated with a statistics degree .,0.33653504802350653,0.722542061805143,1.0590771098286496
281,i grew up by the ocean .,0.26280373235204024,0.7400554864286732,1.0028592187807135
282,i grew up homeschooled .,0.34428288410708774,0.7027519681388412,1.047034852245929
283,i grew up in manhattan .,0.36626601399984793,0.7293189826991693,1.0955849966990172
284,i grew up in nevada .,0.35150993068600656,0.7456633399464181,1.0971732706324246
285,i grew up in new hampshire .,0.3780837728372717,0.7290000994617003,1.107083872298972
286,"i grew up in syracuse , ny with my parents and brother .",0.3709916746120143,0.7477435487879802,1.1187352233999945
287,i grew up in the deep south .,0.33280599521822296,0.7136606588005634,1.0464666540187864
288,i grew up in the industry .,0.3778051120098098,0.7685818899913102,1.14638700200112
289,i grew up in the projects of chicago .,0.3504494102926401,0.7353596705261225,1.0858090808187626
290,i grew up in the trailer park .,0.3067730201946688,0.728407613287402,1.0351806334820708
291,i had 128 tackles last year .,0.32465678395237774,0.7513511669260424,1.0760079508784202
292,i had a gig at local theater last night .,0.3481286159803858,0.7369516105286493,1.0850802265090351
293,i had a girlfriend who eloped with my best friend one day .,0.3613611481450789,0.7561113769306758,1.1174725250757547
294,i had cancer but its gone now .,0.3838431815165677,0.7439672174114094,1.127810398927977
295,"i had one step dad , and fortunately he ignored me .",0.31904893999308115,0.7327862537313194,1.0518351937244006
296,i had to call 911 when i had a terrible headache .,0.444636227657611,0.7461168120289585,1.1907530396865695
297,i had to drop out of college to help with my grandparents .,0.3967147123948962,0.7507545889670837,1.1474693013619799
298,i had to get a job early as a child .,0.3711914179257292,0.7511638310129456,1.1223552489386748
299,i had to have a transplant .,0.39215928353223717,0.7565037601170843,1.1486630436493215
300,i hate evil .,0.30320714595291065,0.7229518515587188,1.0261589975116294
301,i hate green beans .,0.2699671750306152,0.7056681277799726,0.9756353028105877
302,i hate paying my bills .,0.47313997070887126,0.7145772897724783,1.1877172604813495
303,i hate popcorn .,0.24463652131453273,0.6721852295004282,0.916821750814961
304,i hate red meat .,0.30990896060029627,0.7119633458733006,1.0218723064735968
305,i hate running .,0.3250855849983054,0.6811203549268612,1.0062059399251666
306,i hate social obligations because i always say the wrong thing .,0.39637353312718915,0.7306217185210926,1.1269952516482817
307,i hate talking to people .,0.40254711546367616,0.7078106478252266,1.1103577632889028
308,i hate that i got my brain from the dad i never met .,0.3546252957676188,0.7774932898691986,1.1321185856368174
309,i hate that my mom made me get braces .,0.34886805102723883,0.7298306921502444,1.0786987431774833
310,i hate the feeling of chalk .,0.3062942568794824,0.6854169189637105,0.9917111758431929
311,i hate the holidays .,0.3185091340310464,0.7027856571230586,1.021294791154105
312,i hate the taste of fish .,0.24992158366876538,0.6998306655873421,0.9497522492561075
313,i hate to drive .,0.3281378634965222,0.6796258375316029,1.007763701028125
314,i hate to lose .,0.32346480393607635,0.7066650941624175,1.0301298980984939
315,i hate tofu .,0.2586688144256186,0.7009698831993774,0.959638697624996
316,i hate wearing make up .,0.36221981966809835,0.6657560671728788,1.0279758868409772
317,i help around with bookkeeping and tours .,0.44795533389697084,0.6861567330024627,1.1341120668994336
318,i help my neighbor .,0.3565728649846278,0.7537363410438047,1.1103092060284325
319,i help out at the food bank occasionally .,0.3611932733001595,0.6856829008954719,1.0468761741956314
320,i help tend the fields .,0.3614487332997669,0.7332004172285451,1.094649150528312
321,i help them win a lot of money .,0.3922302778410085,0.7636627774845692,1.1558930553255777
322,i helped design the game starcraft .,0.3039204327178595,0.7313474608890829,1.0352678936069424
323,i helped develop facebook .,0.3333318590266572,0.7611053958839875,1.0944372549106447
324,i hit for over forty million dollars .,0.4044377866521245,0.7445812758860484,1.1490190625381729
325,i hope it to become a doctor one day .,0.3725456398969982,0.7289122594611399,1.101457899358138
326,i hope one day to own a stable of at least 10 race horses .,0.325776790476084,0.7019984619219031,1.027775252397987
327,i hope to be a football player when i grow up .,0.2553350919915829,0.649574855141509,0.9049099471330919
328,i hope to become a music teacher after retirement .,0.2901206670758256,0.6522628612997323,0.9423835283755579
329,i hope to change the world .,0.364780743362644,0.7577733332154821,1.1225540765781261
330,i hope to keep improving and go big with this sport .,0.39015587917674566,0.7172590698804129,1.1074149490571585
331,i hope to move out soon .,0.47120837272086646,0.738267916794257,1.2094762895151234
332,i hope to one day be a published author .,0.3918229183545918,0.693947044962897,1.0857699633174889
333,i hope to one day be happy with myself .,0.35151917666371446,0.7481160071938575,1.099635183857572
